id,player_name,pos,age,state,club_name
1012,Leonardo Bonucci ,D,31,Starter,Juventus
1013,Mario Mandzukic ,F,32,Starter,Juventus
1014,Emre Can ,M,25,Reserve,Juventus
1015,Lorenzo Insigne ,F,27,Starter,Napoli
1016,Edin Dzeko ,F,33,Starter,Roma
1017,Mauro Icardi ,F,26,Starter,Inter Milan
1018,Radja Nainggolan ,M,30,Reserve,Inter Milan
1019,Blaise Matuidi ,M,32,Starter,Juventus
1020,Dries Mertens ,F,31,Reserve,Napoli
1021,Giorgio Chiellini ,D,34,Starter,Juventus
1022,Ivan Perisic ,F,30,Reserve,Inter Milan
1023,Juan Cuadrado ,F,30,Reserve,Juventus
1024,Sami Khedira ,M,32,Starter,Juventus
1025,Wojciech Szczesny ,GK,28,Starter,Juventus
1026,Stefan De Vrij ,D,27,Starter,Inter Milan
1027,Alessio Romagnoli ,D,24,Starter,AC Milan
1028,Javier Pastore ,M,29,Reserve,Roma
1029,João Miranda ,D,34,Reserve,Inter Milan
1030,Kalidou Koulibaly ,D,27,Starter,Napoli
1031,Lucas Biglia ,M,33,Reserve,AC Milan
1032,Tiemoué Bakayoko ,M,24,Starter,AC Milan
1033,Samir Handanovic ,GK,34,Starter,Inter Milan
1034,Steven Nzonzi ,M,30,Reserve,Roma
1035,Andrea Barzagli ,D,37,Reserve,Juventus
1036,Antonio Candreva ,F,32,Reserve,Inter Milan
1037,Daniele De Rossi ,M,35,Starter,Roma
1038,Daniele Rugani ,D,24,Reserve,Juventus
1039,Federico Bernardeschi ,F,25,Reserve,Juventus
1040,José Callejón ,F,32,Starter,Napoli
1041,João Cancelo ,D,24,Starter,Juventus
1042,Keita Baldé ,F,24,Starter,Inter Milan
1043,Kwadwo Asamoah ,D,30,Reserve,Inter Milan
1044,Pepe Reina ,GK,36,Reserve,AC Milan
1045,Suso ,F,25,Starter,AC Milan
1046,Alessandro Florenzi ,D,28,Starter,Roma
1047,Alex Sandro ,D,28,Starter,Juventus
1048,Diego Perotti ,F,30,Reserve,Roma
1049,Sime Vrsaljko ,D,27,Reserve,Inter Milan
1050,João Mário ,M,26,Starter,Inter Milan
1051,Konstantinos Manolas ,D,27,Starter,Roma
1052,Arkadiusz Milik ,F,25,Starter,Napoli
1053,Borja Valero ,M,34,Reserve,Inter Milan
1054,Fabio Borini ,F,28,Reserve,AC Milan
1055,Federico Fazio ,D,32,Starter,Roma
1056,Hakan Calhanoglu ,F,25,Starter,AC Milan
1057,Marcelo Brozovic ,M,26,Starter,Inter Milan
1058,Matías Vecino ,M,27,Starter,Inter Milan
1059,Patrik Schick ,F,23,Reserve,Roma
1060,Riccardo Montolivo ,M,34,Reserve,AC Milan
1061,Andrea Ranocchia ,D,31,Reserve,Inter Milan
1062,Faouzi Ghoulam ,D,28,Starter,Napoli
1063,Luis Muriel ,F,27,Starter,Fiorentina
1064,Ciro Immobile ,F,29,Starter,Lazio
1065,Ignazio Abate ,D,32,Reserve,AC Milan
1066,Lucas Leiva ,M,32,Starter,Lazio
1067,Mattia Perin ,GK,26,Reserve,Juventus
1068,Franck Kessié ,M,22,Starter,AC Milan
1069,Juan Jesus ,D,27,Reserve,Roma
1070,Mattia Caldara ,D,24,Reserve,AC Milan
1071,Raúl Albiol ,D,33,Starter,Napoli
1072,Ricardo Rodríguez ,D,26,Starter,AC Milan
1073,Cédric Soares ,D,27,Starter,Inter Milan
1074,Aleksandar Kolarov ,D,33,Starter,Roma
1075,Allan ,M,28,Starter,Napoli
1076,Andrea Bertolacci ,M,28,Reserve,AC Milan
1077,Andrea Conti ,D,25,Reserve,AC Milan
1078,Giacomo Bonaventura ,M,29,Reserve,AC Milan
1079,Ivan Strinic ,D,31,Reserve,AC Milan
1080,Mateo Musacchio ,D,28,Starter,AC Milan
1081,Mattia De Sciglio ,D,26,Reserve,Juventus
1082,Mattia Destro ,F,28,Reserve,Bologna
1083,Stephan El Shaarawy ,F,26,Starter,Roma
1084,Krzysztof Piatek ,F,23,Starter,AC Milan
1085,Andrea Belotti ,F,25,Starter,Torino
1086,Justin Kluivert ,F,19,Reserve,Roma
1087,Lorenzo Pellegrini ,M,22,Starter,Roma
1088,Mário Rui ,D,27,Reserve,Napoli
1089,Sergej Milinkovic-Savic ,M,24,Starter,Lazio
1090,Simone Verdi ,F,26,Reserve,Napoli
1091,Cristián Zapata ,D,32,Reserve,AC Milan
1092,Danilo D'Ambrosio ,D,30,Starter,Inter Milan
1093,Diego Laxalt ,M,26,Reserve,AC Milan
1094,Federico Chiesa ,F,21,Starter,Fiorentina
1095,Felipe Caicedo ,F,30,Reserve,Lazio
1096,Lucas Paquetá ,M,21,Starter,AC Milan
1097,Milan Skriniar ,D,24,Starter,Inter Milan
1098,Salvatore Sirigu ,GK,32,Starter,Torino
1099,Vlad Chiriches ,D,29,Reserve,Napoli
1100,Elseid Hysaj ,D,25,Starter,Napoli
1101,Matteo Politano ,F,25,Starter,Inter Milan
1102,Papu Gómez ,F,31,Starter,Atalanta
1103,Simone Zaza ,F,27,Starter,Torino
1104,Manolo Gabbiadini ,F,27,Starter,Sampdoria
1105,Amin Younes ,F,25,Reserve,Napoli
1106,Duván Zapata ,F,28,Starter,Atalanta
1107,Fabián Ruiz ,M,23,Reserve,Napoli
1108,Francesco Acerbi ,D,31,Starter,Lazio
1109,Gianluca Lapadula ,F,29,Reserve,Genoa
1110,Iago Falque ,F,29,Reserve,Torino
1111,Iván Marcano ,D,31,Reserve,Roma
1112,Lautaro Martínez ,F,21,Reserve,Inter Milan
1113,Leonardo Spinazzola ,D,26,Reserve,Juventus
1114,Luis Alberto ,M,26,Starter,Lazio
1115,Marko Pjaca ,F,23,Reserve,Fiorentina
1116,Milan Badelj ,M,30,Starter,Lazio
1117,Nicolas N'Koulou ,D,29,Starter,Torino
1118,Rick Karsdorp ,D,24,Starter,Roma
1119,Roberto Gagliardini ,M,25,Reserve,Inter Milan
1120,Samu Castillejo ,F,24,Reserve,AC Milan
1121,Valon Berisha ,M,26,Reserve,Lazio
1122,Bryan Cristante ,M,24,Reserve,Roma
1123,Cristian Ansaldi ,D,32,Starter,Torino
1124,Daniele Baselli ,M,27,Reserve,Torino
1125,David Ospina ,GK,30,Reserve,Napoli
1126,Dennis Praet ,M,24,Reserve,Sampdoria
1127,José Mauri ,M,22,Reserve,AC Milan
1128,Marco Parolo ,M,34,Starter,Lazio
1129,Senad Lulic ,M,33,Reserve,Lazio
1130,Stefan Radu ,D,32,Starter,Lazio
1131,Tomás Rincón ,M,31,Starter,Torino
1132,Roberto Soriano ,M,28,Starter,Bologna
1133,Ante Coric ,M,21,Reserve,Roma
1134,Armando Izzo ,D,27,Starter,Torino
1135,Davide Santon ,D,28,Reserve,Roma
1136,Joaquín Correa ,F,24,Reserve,Lazio
1137,Andrea Petagna ,F,23,Starter,SPAL
1138,Blerim Dzemaili ,M,33,Reserve,Bologna
1139,Dalbert ,D,25,Reserve,Inter Milan
1140,Domenico Criscito ,D,32,Starter,Genoa
1141,Fabio Quagliarella ,F,36,Starter,Sampdoria
1142,Leonardo Pavoletti ,F,30,Starter,Cagliari
1143,Nikola Maksimovic ,D,27,Reserve,Napoli
1144,Roberto Inglese ,F,27,Starter,Parma
1145,Robin Olsen ,GK,29,Starter,Roma
1146,Rolando Mandragora ,M,21,Starter,Udinese
1147,Stefano Sturaro ,M,26,Reserve,Genoa
1148,Albin Ekdal ,M,29,Starter,Sampdoria
1149,Davide Calabria ,D,22,Starter,AC Milan
1150,Gastón Ramírez ,M,28,Reserve,Sampdoria
1151,Germán Pezzella ,D,27,Starter,Fiorentina
1152,Gerson ,M,21,Starter,Fiorentina
1153,Giovanni Simeone ,F,23,Reserve,Fiorentina
1154,Kevin Mirallas ,F,31,Starter,Fiorentina
1155,Lorenzo Tonelli ,D,29,Reserve,Sampdoria
1156,Marco Benassi ,M,24,Reserve,Fiorentina
1157,Patrick Cutrone ,F,21,Reserve,AC Milan
1158,Piotr Zielinski ,M,24,Starter,Napoli
1159,Riza Durmisi ,D,25,Reserve,Lazio
1160,Soualiho Meïté ,M,25,Reserve,Torino
1161,Vitor Hugo ,D,27,Reserve,Fiorentina
1162,Martín Cáceres ,D,32,Reserve,Juventus
1163,Sandro ,M,30,Reserve,Udinese
1164,Ravel Morrison ,M,26,Reserve,Lazio
1165,Alberto Paloschi ,F,29,Reserve,SPAL
1166,Alessandro Matri ,F,34,Reserve,Sassuolo
1167,Alex Meret ,GK,22,Starter,Napoli
1168,Andrea Consigli ,GK,32,Starter,Sassuolo
1169,Antonio Donnarumma ,GK,28,Reserve,AC Milan
1170,Bastos ,D,28,Starter,Lazio
1171,Cengiz Ünder ,F,21,Reserve,Roma
1172,Darijo Srna ,D,36,Reserve,Cagliari
1173,Domenico Berardi ,F,24,Starter,Sassuolo
1174,Federico Santander ,F,27,Starter,Bologna
1175,Gervinho ,F,31,Starter,Parma
1176,Josip Ilicic ,M,31,Reserve,Atalanta
1177,Mario Pasalic ,M,24,Starter,Atalanta
1178,Rodrigo Bentancur ,M,21,Reserve,Juventus
1179,Silvio Proto ,GK,35,Reserve,Lazio
1180,Thomas Strakosha ,GK,24,Starter,Lazio
1181,Rômulo ,M,31,Reserve,Lazio
1182,Juraj Kucka ,M,32,Starter,Parma
1183,Grégoire Defrel ,F,27,Starter,Sampdoria
1184,Omar Colley ,D,26,Starter,Sampdoria
1185,Adam Ounas ,F,22,Reserve,Napoli
1186,Antonio Mirante ,GK,35,Reserve,Roma
1187,Diego Falcinelli ,F,27,Reserve,Bologna
1188,Jacopo Sala ,D,27,Reserve,Sampdoria
1189,Jordan Veretout ,M,26,Starter,Fiorentina
1190,Lorenzo De Silvestri ,D,30,Starter,Torino
1191,Ragnar Klavan ,D,33,Reserve,Cagliari
1192,Riccardo Saponara ,M,27,Reserve,Sampdoria
1193,Rodrigo Palacio ,F,37,Starter,Bologna
1194,Wallace ,D,24,Reserve,Lazio
1195,Edimilson Fernandes ,M,22,Starter,Fiorentina
1196,Godfred Donsah ,M,22,Reserve,Bologna
1197,Lukasz Skorupski ,GK,27,Starter,Bologna
1198,Adam Marusic ,D,26,Starter,Lazio
1199,Alberto Grassi ,M,24,Reserve,Parma
1200,Andrea Poli ,M,29,Starter,Bologna
1201,Danilo Larangeira ,D,34,Starter,Bologna
1202,Dusan Basta ,D,34,Reserve,Lazio
1203,Giancarlo González ,D,31,Reserve,Bologna
1204,Jakub Jankto ,M,23,Starter,Sampdoria
1205,Jordan Lukaku ,D,24,Reserve,Lazio
1206,Kévin Malcuit ,D,27,Reserve,Napoli
1207,Patric ,D,25,Reserve,Lazio
1208,Rafael Tolói ,D,28,Starter,Atalanta
1209,Valon Behrami ,M,33,Starter,Udinese
1210,Sebastien De Maio ,D,32,Starter,Udinese
1211,Gianluca Caprari ,F,25,Reserve,Sampdoria
1212,Ibrahima Mbaye ,D,24,Starter,Bologna
1213,Ronaldo Vieira ,M,20,Reserve,Sampdoria
1214,Valter Birsa ,M,32,Starter,Cagliari
1215,Alfred Duncan ,M,26,Starter,Sassuolo
1216,Amadou Diawara ,M,21,Reserve,Napoli
1217,Andrea Favilli ,F,21,Reserve,Genoa
1218,Bruno Alves ,D,37,Starter,Parma
1219,Danilo Cataldi ,M,24,Reserve,Lazio
1220,Emanuele Giaccherini ,M,33,Starter,Chievo Verona
1221,Etrit Berisha ,GK,30,Reserve,Atalanta
1222,Federico Marchetti ,GK,36,Reserve,Genoa
1223,Federico Peluso ,D,35,Starter,Sassuolo
1224,Filip Djordjevic ,F,31,Reserve,Chievo Verona
1225,Filip Djuricic ,M,27,Starter,Sassuolo
1226,Khouma Babacar ,F,26,Starter,Sassuolo
1227,Lucas Castro ,M,30,Reserve,Cagliari
1228,Luiz Felipe ,D,22,Reserve,Lazio
1229,Manuel Locatelli ,M,21,Starter,Sassuolo
1230,Marten de Roon ,M,28,Starter,Atalanta
1231,Mirko Valdifiori ,M,32,Reserve,SPAL
1232,Nenad Tomović ,D,31,Reserve,Chievo Verona
1233,Nicolò Barella ,M,22,Starter,Cagliari
1234,Nicolò Zaniolo ,M,19,Starter,Roma
1235,Simone Missiroli ,M,32,Starter,SPAL
1236,Simone Padoin ,M,35,Starter,Cagliari
1237,Álex Berenguer ,F,23,Reserve,Torino
1238,Alessandro Murgia ,M,22,Reserve,SPAL
1239,Cyril Théréau ,F,35,Reserve,Cagliari
1240,Nicola Sansone ,F,27,Reserve,Bologna
1241,Nicola Murru ,D,24,Starter,Sampdoria
1242,Édgar Barreto ,M,34,Reserve,Sampdoria
1243,Marvin Zeegelaar ,D,28,Reserve,Udinese
1244,Emiliano Viviano ,GK,33,Starter,SPAL
1245,Alban Lafont ,GK,20,Starter,Fiorentina
1246,Alessio Cragno ,GK,24,Reserve,Cagliari
1247,Andrei Radu ,GK,21,Starter,Genoa
1248,Artur Ionita ,M,28,Starter,Cagliari
1249,Cristiano Biraghi ,D,26,Starter,Fiorentina
1250,Ervin Zukanovic ,D,32,Starter,Genoa
1251,Federico Di Francesco ,F,24,Reserve,Sassuolo
1252,Filip Bradaric ,M,27,Reserve,Cagliari
1253,Francesco Caputo ,F,31,Starter,Empoli
1254,Francesco Magnanelli ,M,34,Reserve,Sassuolo
1255,Gian Marco Ferrari ,D,26,Reserve,Sassuolo
1256,Jasmin Kurtic ,M,30,Starter,SPAL
1257,Jonathan Biabiany ,F,30,Starter,Parma
1258,João Pedro ,M,27,Reserve,Cagliari
1259,Koffi Djidji ,D,26,Reserve,Torino
1260,Luca Antonelli ,D,32,Reserve,Empoli
1261,Luca Ceppitelli ,D,29,Starter,Cagliari
1262,Luca Cigarini ,M,32,Starter,Cagliari
1263,Luca Rossettini ,D,33,Starter,Chievo Verona
1264,Marco Sportiello ,GK,26,Starter,Frosinone
1265,Marlon ,D,23,Reserve,Sassuolo
1266,Matías Silvestre ,D,34,Starter,Empoli
1267,Mehdi Bourabia ,M,27,Reserve,Sassuolo
1268,Nikola Milenkovic ,D,21,Starter,Fiorentina
1269,Oscar Hiljemark ,M,26,Reserve,Genoa
1270,Perparim Hetemaj ,M,32,Starter,Chievo Verona
1271,Riccardo Orsolini ,F,22,Starter,Bologna
1272,Ivan Radovanovic ,M,30,Starter,Genoa
1273,Marco Sau ,F,31,Reserve,Sampdoria
1274,Luca Siligardi ,F,31,Reserve,Parma
1275,Marco Andreolli ,D,32,Reserve,Chievo Verona
1276,Miguel Veloso ,M,32,Reserve,Genoa
1277,Emil Audero ,GK,22,Starter,Sampdoria
1278,Emmanuel Badu ,M,28,Reserve,Udinese
1279,Fabio Ceravolo ,F,32,Reserve,Parma
1280,Federico Mattiello ,D,23,Reserve,Bologna
1281,Ladislav Krejci ,F,26,Reserve,Bologna
1282,Moise Kean ,F,19,Reserve,Juventus
1283,Riccardo Meggiorini ,F,33,Reserve,Chievo Verona
1284,Stefano Sorrentino ,GK,40,Starter,Chievo Verona
1285,Stefano Okaka ,F,29,Reserve,Udinese
1286,Antonio Sanabria ,F,23,Starter,Genoa
1287,Afriyie Acquah ,M,27,Reserve,Empoli
1288,Alberto Cerri ,F,22,Reserve,Cagliari
1289,Andrea Masiello ,D,33,Starter,Atalanta
1290,Antonino La Gumina ,F,23,Reserve,Empoli
1291,Bryan Dabo ,M,27,Reserve,Fiorentina
1292,Camillo Ciano ,F,29,Starter,Frosinone
1293,Charalampos Lykogiannis ,D,25,Reserve,Cagliari
1294,Cristian Molinaro ,D,35,Reserve,Frosinone
1295,Daniel Ciofani ,F,33,Reserve,Frosinone
1296,Daniel Fuzato ,GK,21,Reserve,Roma
1297,Daniele Padelli ,GK,33,Reserve,Inter Milan
1298,Edoardo Goldaniga ,D,25,Reserve,Frosinone
1299,Federico Ceccherini ,D,26,Reserve,Fiorentina
1300,Federico Dionisi ,F,31,Reserve,Frosinone
1301,Filip Helander ,D,25,Reserve,Bologna
1302,Francesco Bardi ,GK,27,Reserve,Frosinone
1303,Gianluca Pegolo ,GK,38,Reserve,Sassuolo
1304,Goran Pandev ,F,35,Reserve,Genoa
1305,Ignacio Pussetto ,F,23,Reserve,Udinese
1306,Karol Linetty ,M,24,Starter,Sampdoria
1307,Lorenzo Ariaudo ,D,29,Reserve,Frosinone
1308,Luigi Sepe ,GK,27,Starter,Parma
1309,Ola Aina ,D,22,Starter,Torino
1310,Orestis Karnezis ,GK,33,Reserve,Napoli
1311,Rafael Cabral ,GK,28,Reserve,Sampdoria
1312,Raman Chibsah ,M,26,Starter,Frosinone
1313,Remo Freuler ,M,26,Starter,Atalanta
1314,Seko Fofana ,M,23,Starter,Udinese
1315,Stefano Sensi ,M,23,Starter,Sassuolo
1316,Vincent Laurini ,D,29,Starter,Fiorentina
1317,Ádám Nagy ,M,23,Reserve,Bologna
1318,Ezequiel Schelotto ,D,29,Reserve,Chievo Verona
1319,Fabrizio Cacciatore ,D,32,Reserve,Cagliari
1320,Vasco Regini ,D,28,Reserve,SPAL
1321,Diego Farias ,F,28,Starter,Empoli
1322,Bartosz Bereszynski ,D,26,Starter,Sampdoria
1323,Bostjan Cesar ,D,36,Reserve,Chievo Verona
1324,Davide Biraschi ,D,24,Starter,Genoa
1325,José Luis Palomino ,D,29,Starter,Atalanta
1326,Júnior Tavares ,D,22,Reserve,Sampdoria
1327,Kevin Lasagna ,F,26,Starter,Udinese
1328,Mitchell Dijks ,D,26,Starter,Bologna
1329,Nehuén Paz ,D,25,Reserve,Bologna
1330,Nicola Rigoni ,M,28,Starter,Chievo Verona
1331,Rodrigo de Paul ,F,24,Starter,Udinese
1332,Lucas Piazón ,F,25,Reserve,Chievo Verona
1333,Marcello Trotta ,F,26,Reserve,Frosinone
1334,Alessandro Bastoni ,D,19,Starter,Parma
1335,Alex Ferrari ,D,24,Reserve,Sampdoria
1336,Bartosz Salamon ,D,27,Starter,Frosinone
1337,Darko Lazovic ,M,28,Starter,Genoa
1338,David Hancko ,D,21,Reserve,Fiorentina
1339,Emiliano Moretti ,D,37,Starter,Torino
1340,Erick Pulgar ,M,25,Starter,Bologna
1341,Fabio Pisacane ,D,33,Starter,Cagliari
1342,Federico Barba ,D,25,Starter,Chievo Verona
1343,Felipe Dal Bello ,D,34,Starter,SPAL
1344,Filippo Romagna ,D,21,Starter,Cagliari
1345,Francesco Vicari ,D,24,Reserve,SPAL
1346,Jacopo Dezi ,M,27,Reserve,Parma
1347,Jeremie Boga ,M,22,Reserve,Sassuolo
1348,Juan Musso ,GK,24,Starter,Udinese
1349,Lukasz Teodorczyk ,F,27,Reserve,Udinese
1350,Manuel Lazzari ,M,25,Starter,SPAL
1351,Mariusz Stepinski ,F,23,Starter,Chievo Verona
1352,Mattias Svanberg ,M,20,Reserve,Bologna
1353,Mauricio Lemos ,D,23,Reserve,Sassuolo
1354,Mirco Antenucci ,F,34,Starter,SPAL
1355,Paolo Faragò ,D,26,Starter,Cagliari
1356,Pasquale Schiattarella ,M,31,Reserve,SPAL
1357,Pierluigi Gollini ,GK,24,Starter,Atalanta
1358,Rade Krunic ,M,25,Starter,Empoli
1359,Sasa Lukic ,M,22,Starter,Torino
1360,Sebastiano Luperto ,D,22,Reserve,Napoli
1361,Timothy Castagne ,D,23,Starter,Atalanta
1362,Gabriel Brazão ,GK,18,Reserve,Parma
1363,Giuseppe Pezzella ,D,21,Reserve,Genoa
1364,Luca Pellegrini ,D,20,Reserve,Cagliari
1365,Simone Edera ,F,22,Reserve,Bologna
1366,Roger Ibañez ,D,20,Reserve,Atalanta
1367,Federico Viviani ,M,27,Starter,Frosinone
1368,Lukas Lerager ,M,25,Starter,Genoa
1369,Lyanco ,D,22,Starter,Bologna
1370,Angelo da Costa ,GK,35,Reserve,Bologna
1371,Bremer ,D,22,Reserve,Torino
1372,Christian Kouamé ,F,21,Starter,Genoa
1373,Christian Nörgaard ,M,25,Reserve,Fiorentina
1374,Claud Adjapong ,D,20,Reserve,Sassuolo
1375,Daniel Bessa ,M,26,Starter,Genoa
1376,Filippo Costa ,M,23,Reserve,SPAL
1377,Ismaël Bennacer ,M,21,Starter,Empoli
1378,Jens Stryger Larsen ,D,28,Starter,Udinese
1379,Luca Mazzitelli ,M,23,Reserve,Genoa
1380,Luca Rigoni ,M,34,Reserve,Parma
1381,Marco D'Alessandro ,F,28,Starter,Udinese
1382,Pol Lirola ,D,21,Starter,Sassuolo
1383,Rogério ,D,21,Starter,Sassuolo
1384,Salvador Ichazo ,GK,27,Reserve,Torino
1385,Samir ,D,24,Reserve,Udinese
1386,Sergio Pellissier ,F,40,Starter,Chievo Verona
1387,William Troost-Ekong ,D,25,Starter,Udinese
1388,Marcel Büchel ,M,28,Reserve,Empoli
1389,Antonino Barillà ,M,31,Starter,Parma
1390,Arkadiusz Reca ,D,23,Reserve,Atalanta
1391,Berat Djimsiti ,D,26,Reserve,Atalanta
1392,Bruno Jordão ,M,20,Reserve,Lazio
1393,Carlo Pinsoglio ,GK,29,Reserve,Juventus
1394,Domenico Maietta ,D,36,Reserve,Empoli
1395,Enrico Brignola ,F,19,Reserve,Sassuolo
1396,Esteban Rolón ,M,24,Reserve,Genoa
1397,Francesco Zampano ,D,25,Starter,Frosinone
1398,Giangiacomo Magnani ,D,23,Starter,Sassuolo
1399,Giovanni Di Lorenzo ,D,25,Starter,Empoli
1400,Guido Guerrieri ,GK,23,Reserve,Lazio
1401,Hans Hateboer ,D,25,Reserve,Atalanta
1402,Ivan Lakicevic ,D,25,Reserve,Genoa
1403,Kevin Bonifazi ,D,22,Starter,SPAL
1404,Koray Günter ,D,24,Reserve,Genoa
1405,Leonardo Capezzi ,M,24,Reserve,Empoli
1406,Levan Mchedlidze ,F,29,Reserve,Empoli
1407,Luka Krajnc ,D,24,Starter,Frosinone
1408,Manuel Pasqual ,D,37,Starter,Empoli
1409,Manuel Pucciarelli ,F,27,Reserve,Chievo Verona
1410,Marco Capuano ,D,27,Starter,Frosinone
1411,Matteo Scozzarella ,M,30,Starter,Parma
1412,Mattia Valoti ,M,25,Starter,SPAL
1413,Nicolas Frey ,D,35,Reserve,Chievo Verona
1414,Nicolò Brighenti ,D,29,Reserve,Frosinone
1415,Pedro Neto ,F,19,Reserve,Lazio
1416,Pedro Pereira ,D,21,Reserve,Genoa
1417,Rafael de Andrade Bittencourt ,GK,37,Reserve,Cagliari
1418,Robin Gosens ,D,24,Starter,Atalanta
1419,Sergio Floccari ,F,37,Reserve,SPAL
1420,Thiago Cionek ,D,32,Starter,SPAL
1421,Cristian Dell'Orco ,D,25,Reserve,Empoli
1422,Marko Pajac ,D,25,Reserve,Empoli
1423,Stefan Simic ,D,24,Reserve,Frosinone
1424,Marko Jankovic ,F,23,Reserve,SPAL
1425,Merih Demiral ,D,21,Reserve,Sassuolo
1426,Kevin Diks ,D,22,Reserve,Empoli
1427,Pa Konate ,D,24,Reserve,SPAL
1428,Abdou Diakhate ,M,20,Reserve,Parma
1429,Kiril Despodov ,F,22,Reserve,Cagliari
1430,Alfred Gomis ,GK,25,Reserve,SPAL
1431,Antonin Barak ,M,24,Reserve,Udinese
1432,Antonio Rosati ,GK,35,Reserve,Torino
1433,Frédéric Veseli ,D,26,Starter,Empoli
1434,Gianluca Mancini ,D,22,Reserve,Atalanta
1435,Hidde ter Avest ,D,21,Reserve,Udinese
1436,Ivan Provedel ,GK,25,Starter,Empoli
1437,Jacob Rasmussen ,D,21,Starter,Empoli
1438,Joachim Andersen ,D,22,Starter,Sampdoria
1439,Lorenzo Dickmann ,D,22,Reserve,SPAL
1440,Luca Paganini ,F,25,Reserve,Frosinone
1441,Mattia Bani ,D,25,Starter,Chievo Verona
1442,Mirko Gori ,M,26,Reserve,Frosinone
1443,Mohamed Fares ,M,23,Starter,SPAL
1444,Musa Barrow ,F,20,Reserve,Atalanta
1445,Musa Juwara ,F,17,Reserve,Chievo Verona
1446,Nicola Dalmonte ,F,21,Reserve,Genoa
1447,Nícolas ,GK,31,Reserve,Udinese
1448,Paolo Sammarco ,M,36,Reserve,Frosinone
1449,Raffaele Maiello ,M,27,Reserve,Frosinone
1450,Vid Belec ,GK,28,Reserve,Sampdoria
1451,Massimo Gobbi ,D,38,Reserve,Parma
1452,Leo Stulac ,M,24,Reserve,Parma
1453,Riccardo Gagliolo ,D,28,Starter,Parma
1454,Dimitri Oberlin ,F,21,Reserve,Empoli
1455,Marcello Gazzola ,D,34,Reserve,Parma
1456,Vittorio Parigini ,F,23,Reserve,Torino
1457,Alessandro Plizzari ,GK,19,Reserve,AC Milan
1458,Andrea Beghetto ,M,24,Starter,Frosinone
1459,Andrea Seculin ,GK,28,Reserve,Chievo Verona
1460,András Schäfer ,M,19,Reserve,Genoa
1461,Arturo Calabresi ,D,23,Reserve,Bologna
1462,Bartlomiej Dragowski ,GK,21,Reserve,Empoli
1463,Cristian Romero ,D,20,Starter,Genoa
1464,Dusan Vlahovic ,F,19,Reserve,Fiorentina
1465,Federico Dimarco ,D,21,Reserve,Parma
1466,Jherson Vergara ,D,24,Reserve,Cagliari
1467,Nicholas Opoku ,D,21,Reserve,Udinese
1468,Rok Vodisek ,GK,20,Reserve,Genoa
1469,Svante Ingelsson ,F,20,Reserve,Udinese
1470,Tommaso Berni ,GK,36,Reserve,Inter Milan
1471,Petar Micin ,F,20,Reserve,Udinese
1472,Pierluigi Frattali ,GK,33,Reserve,Parma
1473,Gianluca Scamacca ,F,20,Reserve,Sassuolo
1474,Mattia Sprocati ,F,25,Reserve,Parma
1475,Simone Iacoponi ,D,31,Starter,Parma
1476,Pietro Terracciano ,GK,29,Reserve,Fiorentina
1477,José Machín ,M,22,Reserve,Parma
1478,Marco Varnier ,D,20,Reserve,Atalanta
1479,Matteo Pessina ,M,21,Reserve,Atalanta
1480,Luca Valzania ,M,23,Starter,Frosinone
1481,Assane Dioussé ,M,21,Reserve,Chievo Verona
1482,Ben Wilmot ,D,19,Reserve,Udinese
1483,Alessandro Iacobucci ,GK,27,Reserve,Frosinone
1484,Francisco Sierralta ,D,21,Reserve,Parma
1485,Matteo Brighi ,M,38,Reserve,Empoli
1486,Paolo Ghiglione ,D,22,Reserve,Frosinone
1487,Pawel Jaroszynski ,D,24,Starter,Chievo Verona
1488,Raffaele Di Gennaro ,GK,25,Reserve,Inter Milan
1489,Simone Aresti ,GK,33,Reserve,Cagliari
1490,Jandrei ,GK,26,Reserve,Genoa
1491,Salih Ucan ,M,25,Reserve,Empoli
1492,Andrea Fulignati ,GK,24,Reserve,SPAL
1493,Antonio Santurro ,GK,27,Reserve,Bologna
1494,Bram Nuytinck ,D,28,Starter,Udinese
1495,Fabio Depaoli ,D,21,Reserve,Chievo Verona
1496,Francesco Rossi ,GK,27,Reserve,Atalanta
1497,Giacomo Poluzzi ,GK,31,Reserve,SPAL
1498,Juan Manuel Valencia ,M,20,Reserve,Bologna
1499,Lorenco Simic ,D,22,Reserve,SPAL
1500,Martin Graiciar ,F,20,Reserve,Fiorentina
1501,Sofian Kiyine ,M,21,Starter,Chievo Verona
1502,Alessandro Deiola ,M,23,Starter,Cagliari
1503,Christian Oliva ,M,22,Reserve,Cagliari
1504,Erick Ferigra ,D,20,Reserve,Torino
1505,Jens Odgaard ,F,20,Reserve,Sassuolo
1506,Leonardo Sernicola ,D,21,Reserve,Sassuolo
1507,Mauro Burruchaga ,M,20,Reserve,Chievo Verona
1508,Nicolás Schiappacasse ,F,20,Reserve,Parma
1509,Giacomo Satalino ,GK,19,Reserve,Sassuolo
1510,Hamed Junior Traorè ,M,19,Starter,Empoli
1511,Vitalie Damascan ,F,20,Reserve,Torino
1512,Maxime Leverbe ,D,22,Reserve,Cagliari
1513,Dimitrios Nikolaou ,D,20,Reserve,Empoli
1514,Adrian Semper ,GK,21,Reserve,Chievo Verona
1515,Emanuel Vignato ,F,18,Reserve,Chievo Verona
1516,Francesco Cassata ,M,21,Reserve,Frosinone
